114245.226562	130784.445312	166507.625000	170557.140625	108826.445312	131934.031250	132999.859375	104823.695312	0.000000
114251.843750	130786.859375	166514.515625	170563.484375	108830.289062	131935.921875	133001.640625	104826.468750	0.000000
114255.062500	130788.023438	166518.718750	170568.312500	108834.226562	131936.906250	133003.250000	104828.789062	0.000000
114251.750000	130780.867188	166513.625000	170564.921875	108830.289062	131929.656250	132997.000000	104824.140625	0.000000
114256.132812	130779.796875	166515.671875	170567.593750	108830.562500	131929.750000	132995.921875	104825.125000	0.000000
114259.437500	130783.281250	166518.359375	170568.937500	108831.898438	131933.406250	132997.453125	104825.570312	0.000000
114260.242188	130790.882812	166519.343750	170565.984375	108832.796875	131939.578125	133000.484375	104825.664062	0.000000
114257.296875	130794.632812	166514.609375	170559.734375	108830.109375	131941.375000	133000.125000	104822.000000	0.000000
114248.976562	130791.062500	166503.781250	170550.437500	108822.781250	131938.234375	132994.765625	104813.859375	0.000000
114246.296875	130788.828125	166499.406250	170546.593750	108819.382812	131938.062500	132993.156250	104810.281250	0.000000
114250.500000	130793.382812	166505.125000	170552.218750	108824.031250	131942.625000	132996.734375	104814.304688	0.000000
114252.109375	130800.179688	166514.062500	170558.656250	108831.898438	131949.500000	133004.687500	104821.726562	0.000000
114249.781250	130801.164062	166518.171875	170559.734375	108835.031250	131948.703125	133006.562500	104823.515625	0.000000
114249.250000	130799.640625	166520.328125	170561.609375	108837.351562	131944.500000	133005.500000	104826.023438	0.000000
114247.281250	130791.593750	166514.781250	170560.187500	108833.781250	131939.218750	133002.453125	104826.468750	0.000000
114248.804688	130790.164062	166512.093750	170561.078125	108833.687500	131940.390625	133004.062500	104828.882812	0.000000
114254.164062	130794.726562	166515.937500	170565.984375	108837.171875	131943.609375	133008.625000	104833.351562	0.000000
114253.539062	130794.812500	166515.234375	170565.000000	108836.820312	131941.109375	133006.750000	104831.476562	0.000000
114248.351562	130789.898438	166511.203125	170560.359375	108833.867188	131937.609375	133002.546875	104824.765625	0.000000
114249.609375	130790.609375	166512.093750	170559.734375	108834.312500	131940.921875	133003.703125	104823.070312	0.000000
114249.695312	130791.593750	166512.640625	170558.218750	108832.078125	131942.265625	133003.890625	104822.179688	0.000000
114249.695312	130792.851562	166513.703125	170555.625000	108829.757812	131942.890625	133001.921875	104819.765625	0.000000
114254.078125	130797.585938	166518.625000	170558.218750	108831.453125	131945.578125	133003.531250	104821.460938	0.000000
114258.281250	130798.484375	166519.703125	170559.375000	108831.812500	131943.343750	133001.734375	104820.570312	0.000000
114260.070312	130796.515625	166518.984375	170559.906250	108830.742188	131940.750000	133000.578125	104819.671875	0.000000
114261.851562	130795.531250	166519.515625	170562.140625	108830.023438	131939.937500	133001.640625	104822.085938	0.000000
114262.390625	130795.796875	166519.437500	170564.296875	108832.078125	131940.390625	133002.625000	104824.414062	0.000000
114262.656250	130795.976562	166520.328125	170565.984375	108834.492188	131939.843750	133001.015625	104824.054688	0.000000
114258.632812	130791.773438	166518.171875	170563.843750	108834.132812	131936.453125	132998.343750	104822.445312	0.000000
114255.328125	130787.929688	166515.312500	170559.734375	108833.148438	131936.187500	132998.078125	104822.351562	0.000000
114258.281250	130792.937500	166518.359375	170561.437500	108836.546875	131941.109375	133003.250000	104827.007812	0.000000
114262.031250	130796.421875	166521.312500	170563.312500	108837.710938	131943.515625	133006.656250	104829.062500	0.000000
114262.750000	130796.515625	166522.468750	170564.468750	108837.265625	131942.000000	133005.671875	104829.687500	0.000000
114254.789062	130789.359375	166516.562500	170560.625000	108830.914062	131936.281250	132998.421875	104824.765625	0.000000
114249.960938	130785.335938	166512.718750	170560.718750	108827.609375	131933.859375	132994.859375	104822.531250	0.000000
114251.929688	130788.195312	166514.781250	170564.656250	108828.859375	131934.218750	132993.953125	104820.835938	0.000000
114258.101562	130798.656250	166522.828125	170574.484375	108837.531250	131941.546875	133000.843750	104828.164062	0.000000
114256.578125	130800.093750	166523.718750	170575.203125	108838.609375	131942.359375	133001.375000	104828.617188	0.000000
114253.539062	130798.929688	166521.937500	170571.000000	108838.335938	131941.640625	132999.953125	104827.273438	0.000000
114250.585938	130796.421875	166518.265625	170564.375000	108833.867188	131940.656250	132997.171875	104824.234375	0.000000
114249.695312	130795.085938	166515.500000	170560.718750	108831.632812	131942.265625	132998.250000	104825.750000	0.000000
114250.859375	130795.351562	166514.953125	170558.750000	108830.023438	131944.406250	132999.765625	104825.125000	0.000000
114249.335938	130792.937500	166511.656250	170553.828125	108826.890625	131940.921875	132996.734375	104821.101562	0.000000
114245.671875	130787.125000	166507.546875	170550.796875	108825.195312	131937.250000	132993.328125	104818.328125	0.000000
114251.218750	130787.664062	166512.187500	170557.593750	108828.773438	131938.781250	132995.921875	104822.000000	0.000000
114257.921875	130789.453125	166519.078125	170564.734375	108831.898438	131939.218750	132998.078125	104826.203125	0.000000
114262.835938	130795.976562	166525.953125	170569.484375	108834.312500	131940.203125	132997.890625	104826.109375	0.000000
