117251.710938	137250.093750	169485.328125	169647.781250	116142.617188	136137.421875	134787.828125	110321.242188	0.000000
117252.609375	137253.578125	169484.875000	169646.265625	116142.171875	136140.546875	134789.437500	110320.882812	0.000000
117251.804688	137255.906250	169484.250000	169645.281250	116142.710938	136141.796875	134791.312500	110322.226562	0.000000
117247.062500	137252.062500	169480.687500	169641.968750	116139.578125	136139.921875	134789.437500	110319.367188	0.000000
117235.617188	137238.015625	169469.140625	169635.359375	116130.015625	136132.234375	134780.218750	110314.984375	0.000000
117228.828125	137228.625000	169463.156250	169633.921875	116126.523438	136129.906250	134778.968750	110317.843750	0.000000
117225.070312	137223.890625	169459.578125	169634.375000	116127.960938	136129.468750	134783.968750	110324.460938	0.000000
117225.250000	137223.359375	169459.671875	169635.984375	116133.320312	136136.078125	134792.109375	110330.812500	0.000000
117225.156250	137221.296875	169458.500000	169636.421875	116136.898438	136140.453125	134795.781250	110332.328125	0.000000
117228.914062	137223.718750	169462.890625	169639.640625	116140.742188	136144.390625	134798.906250	110334.562500	0.000000
117231.507812	137226.125000	169465.296875	169640.000000	116138.773438	136144.578125	134796.843750	110332.593750	0.000000
117236.335938	137230.421875	169469.062500	169641.078125	116137.343750	136144.296875	134794.531250	110330.718750	0.000000
117240.625000	137235.781250	169471.921875	169642.421875	116138.687500	136145.640625	134793.359375	110328.484375	0.000000
117244.117188	137238.734375	169473.968750	169644.031250	116140.656250	136147.078125	134792.921875	110327.859375	0.000000
117243.757812	137237.296875	169475.765625	169643.843750	116139.578125	136147.078125	134791.218750	110325.890625	0.000000
117242.054688	137238.281250	169478.796875	169644.031250	116140.023438	136146.718750	134791.671875	110327.414062	0.000000
117243.937500	137242.312500	169483.984375	169648.859375	116145.835938	136147.609375	134794.703125	110333.757812	0.000000
117247.242188	137248.750000	169489.984375	169655.109375	116153.976562	136150.656250	134799.078125	110340.734375	0.000000
117242.859375	137247.234375	169489.437500	169654.750000	116155.140625	136148.328125	134799.265625	110342.429688	0.000000
117237.226562	137240.703125	169483.718750	169650.828125	116150.484375	136142.968750	134797.390625	110341.265625	0.000000
117234.281250	137237.296875	169477.906250	169648.140625	116147.359375	136143.406250	134797.203125	110339.304688	0.000000
117233.476562	137235.968750	169474.687500	169645.187500	116144.945312	136143.046875	134796.671875	110335.632812	0.000000
