117475.679688	137361.937500	171811.875000	173966.500000	116344.765625	136341.093750	135485.015625	110512.664062	0.000000
117473.531250	137361.765625	171808.750000	173963.359375	116343.875000	136339.843750	135483.234375	110510.695312	0.000000
117465.039062	137355.140625	171802.312500	173956.843750	116340.656250	136333.937500	135481.343750	110507.210938	0.000000
117458.062500	137350.765625	171796.859375	173953.437500	116339.046875	136335.015625	135482.781250	110506.757812	0.000000
117457.437500	137351.562500	171795.609375	173954.421875	116340.296875	136339.921875	135487.703125	110510.695312	0.000000
117458.335938	137353.078125	171797.578125	173956.750000	116342.265625	136341.890625	135488.406250	110510.695312	0.000000
117457.171875	137353.000000	171798.203125	173956.125000	116342.890625	136339.750000	135484.750000	110506.492188	0.000000
117459.226562	137355.500000	171800.343750	173956.578125	116345.750000	136342.781250	135486.359375	110506.406250	0.000000
117459.140625	137356.218750	171800.515625	173954.687500	116345.125000	136345.109375	135487.781250	110507.296875	0.000000
117456.632812	137354.687500	171799.890625	173954.062500	116343.429688	136344.218750	135487.343750	110508.015625	0.000000
117454.218750	137353.796875	171797.843750	173954.515625	116344.054688	136341.984375	135486.453125	110508.726562	0.000000
117453.593750	137354.687500	171797.218750	173957.015625	116346.023438	136340.468750	135485.187500	110509.890625	0.000000
117452.523438	137353.531250	171797.656250	173959.968750	116346.554688	136340.546875	135485.468750	110512.484375	0.000000
117450.375000	137349.781250	171796.765625	173959.515625	116343.695312	136340.109375	135483.500000	110512.664062	0.000000
117451.179688	137347.187500	171796.500000	173957.734375	116340.210938	136339.031250	135482.421875	110512.843750	0.000000
117453.507812	137348.437500	171796.234375	173955.328125	116339.132812	136339.390625	135480.718750	110510.335938	0.000000
117456.726562	137351.468750	171797.390625	173956.390625	116341.546875	136341.093750	135480.906250	110508.281250	0.000000
117456.187500	137349.515625	171797.125000	173955.953125	116342.265625	136338.234375	135481.078125	110507.117188	0.000000
117456.453125	137351.203125	171799.812500	173956.843750	116344.054688	136340.281250	135484.031250	110509.976562	0.000000
117457.351562	137353.984375	171802.046875	173958.187500	116345.664062	136343.328125	135487.515625	110511.859375	0.000000
117457.882812	137357.640625	171802.765625	173958.625000	116346.914062	136344.578125	135488.500000	110512.664062	0.000000
117458.062500	137358.453125	171803.031250	173956.750000	116346.468750	136341.625000	135488.062500	110511.765625	0.000000
117456.906250	137354.515625	171800.078125	173953.796875	116343.609375	136336.796875	135484.390625	110508.546875	0.000000
117457.796875	137352.453125	171800.609375	173954.781250	116344.054688	136336.796875	135484.562500	110509.976562	0.000000
117461.015625	137354.250000	171804.375000	173957.468750	116346.914062	136339.203125	135485.906250	110513.109375	0.000000
117465.929688	137359.875000	171809.640625	173960.953125	116353.171875	136345.296875	135491.000000	110517.218750	0.000000
117469.601562	137364.000000	171813.312500	173964.000000	116357.914062	136347.171875	135493.156250	110518.742188	0.000000
117467.992188	137360.062500	171811.250000	173962.468750	116355.945312	136342.781250	135491.000000	110517.671875	0.000000
117466.468750	137358.000000	171808.031250	173960.421875	116350.937500	136337.687500	135485.468750	110515.437500	0.000000
117465.578125	137355.500000	171804.640625	173960.421875	116347.898438	136334.562500	135483.140625	110514.984375	0.000000
117465.843750	137352.906250	171802.937500	173963.093750	116349.593750	136336.531250	135485.187500	110517.132812	0.000000
117466.023438	137354.875000	171802.937500	173963.187500	116352.007812	136337.687500	135485.906250	110517.132812	0.000000
117461.101562	137349.515625	171796.046875	173958.093750	116347.632812	136336.078125	135484.921875	110514.359375	0.000000
117457.882812	137347.093750	171793.375000	173955.046875	116345.843750	136338.406250	135487.781250	110514.093750	0.000000
117458.781250	137348.703125	171796.406250	173958.187500	116348.789062	136341.531250	135490.375000	110516.507812	0.000000
117459.671875	137349.421875	171797.390625	173961.218750	116351.296875	136340.015625	135490.921875	110518.203125	0.000000
117456.992188	137348.250000	171794.890625	173958.984375	116349.867188	136338.578125	135486.890625	110515.609375	0.000000
117452.882812	137345.218750	171790.234375	173953.265625	116344.679688	136336.343750	135480.718750	110509.976562	0.000000
117458.242188	137347.000000	171794.000000	173953.718750	116344.234375	136336.968750	135484.484375	110511.320312	0.000000
117462.445312	137351.125000	171796.953125	173952.734375	116344.320312	136341.093750	135488.500000	110512.218750	0.000000
117461.820312	137349.062500	171792.656250	173948.531250	116341.640625	136336.343750	135484.750000	110508.281250	0.000000
117461.906250	137348.250000	171790.781250	173947.625000	116341.546875	136335.281250	135481.265625	110506.406250	0.000000
117464.148438	137349.687500	171794.078125	173949.421875	116343.875000	136336.625000	135481.625000	110508.546875	0.000000
117463.695312	137349.781250	171795.875000	173950.046875	116343.515625	136337.593750	135481.343750	110509.976562	0.000000
117463.609375	137352.375000	171798.015625	173952.187500	116343.429688	136338.406250	135480.718750	110509.000000	0.000000
117468.523438	137358.453125	171802.937500	173957.375000	116346.914062	136338.937500	135481.437500	110508.726562	0.000000
117471.210938	137362.562500	171805.890625	173959.968750	116349.867188	136340.109375	135482.328125	110508.367188	0.000000
117471.562500	137363.718750	171807.500000	173960.953125	116352.640625	136341.171875	135483.859375	110508.015625	0.000000
117468.171875	137359.171875	171804.375000	173958.359375	116350.578125	136338.859375	135483.406250	110507.656250	0.000000
117468.617188	137358.000000	171803.921875	173958.625000	116351.476562	136340.187500	135487.515625	110510.960938	0.000000
117470.671875	137359.796875	171804.453125	173959.078125	116352.812500	136340.281250	135485.906250	110510.335938	0.000000
117470.671875	137361.046875	171804.093750	173958.625000	116353.710938	136339.031250	135483.234375	110510.250000	0.000000
117470.226562	137361.671875	171803.656250	173959.250000	116354.601562	136340.640625	135485.640625	110513.195312	0.000000
117470.132812	137360.953125	171803.203125	173961.046875	116354.335938	136342.609375	135488.765625	110516.507812	0.000000
117472.992188	137360.328125	171804.187500	173961.843750	116351.835938	136341.796875	135487.343750	110516.242188	0.000000
117475.585938	137362.734375	171805.171875	173961.046875	116351.203125	136342.515625	135486.531250	110514.984375	0.000000
117473.710938	137362.921875	171805.437500	173960.062500	116352.367188	136339.484375	135485.187500	110514.898438	0.000000
117472.546875	137359.609375	171802.937500	173958.453125	116350.398438	136338.859375	135484.125000	110514.539062	0.000000
117471.476562	137357.468750	171800.703125	173955.953125	116347.632812	136339.562500	135484.562500	110514.718750	0.000000
117471.296875	137361.125000	171802.484375	173955.046875	116349.062500	136343.234375	135487.156250	110516.773438	0.000000
117471.562500	137365.421875	171805.078125	173955.593750	116352.812500	136344.671875	135491.187500	110520.531250	0.000000
117469.687500	137364.984375	171803.468750	173953.171875	116352.460938	136342.968750	135489.390625	110517.218750	0.000000
117467.453125	137362.921875	171800.515625	173951.203125	116350.492188	136342.250000	135485.640625	110511.500000	0.000000
117465.218750	137359.343750	171797.390625	173949.234375	116346.734375	136338.578125	135483.671875	110509.890625	0.000000
117464.414062	137354.515625	171793.812500	173947.453125	116343.156250	136335.281250	135481.437500	110508.195312	0.000000
117464.414062	137354.421875	171793.187500	173947.281250	116343.156250	136335.640625	135481.171875	110507.210938	0.000000
117467.273438	137358.265625	171796.671875	173949.062500	116347.179688	136338.234375	135482.687500	110508.820312	0.000000
117464.234375	137352.812500	171793.375000	173947.453125	116345.570312	136331.078125	135479.562500	110508.726562	0.000000
117458.601562	137348.609375	171790.234375	173945.218750	116341.195312	136327.859375	135476.171875	110506.937500	0.000000
117455.562500	137349.156250	171790.062500	173944.062500	116340.742188	136329.906250	135478.578125	110507.742188	0.000000
